onset	duration	value	sample	trial_idx	val	del	is_cued	rev_opts	del_pres_displaytime	del_pres_triggertime	del_pres_triggercode	val_pres_displaytime	val_pres_triggertime	val_pres_triggercode	choice_displaytime	choice_triggertime	choice_triggercode	choice	choice_time	viv_displaytime	viv_triggertime	viv_triggercode	viv	viv_time
38.02685546875	0.0	80	77879	1	97	700	1	0	1499142.3758998	1499142.3772699	80	1499145.5778708	1499145.5787744	40	1499148.7068131	1499148.7079543	100	imm	1499151.3808464	1499151.8945065	1499151.8950081	120.0	2.0	1499155.6685972
41.228515625	0.0	40	84436	1	97	700	1	0	1499142.3758998	1499142.3772699	80	1499145.5778708	1499145.5787744	40	1499148.7068131	1499148.7079543	100	imm	1499151.3808464	1499151.8945065	1499151.8950081	120.0	2.0	1499155.6685972
44.35791015625	0.0	100	90845	1	97	700	1	0	1499142.3758998	1499142.3772699	80	1499145.5778708	1499145.5787744	40	1499148.7068131	1499148.7079543	100	imm	1499151.3808464	1499151.8945065	1499151.8950081	120.0	2.0	1499155.6685972
47.54541015625	0.0	120	97373	1	97	700	1	0	1499142.3758998	1499142.3772699	80	1499145.5778708	1499145.5787744	40	1499148.7068131	1499148.7079543	100	imm	1499151.3808464	1499151.8945065	1499151.8950081	120.0	2.0	1499155.6685972
53.57763671875	0.0	80	109727	2	83	510	0	1	1499157.926909	1499157.9273421	80	1499161.105133	1499161.1058002	40	1499164.5914768	1499164.5919719	100	imm	1499167.4206442	nan	nan	nan	nan	nan
56.755859375	0.0	40	116236	2	83	510	0	1	1499157.926909	1499157.9273421	80	1499161.105133	1499161.1058002	40	1499164.5914768	1499164.5919719	100	imm	1499167.4206442	nan	nan	nan	nan	nan
60.2421875	0.0	100	123376	2	83	510	0	1	1499157.926909	1499157.9273421	80	1499161.105133	1499161.1058002	40	1499164.5914768	1499164.5919719	100	imm	1499167.4206442	nan	nan	nan	nan	nan
66.0478515625	0.0	80	135266	3	53	280	0	0	1499170.3972278	1499170.3979587	80	1499173.4327889	1499173.4334716	40	1499176.8165542	1499176.8172256	100	imm	1499177.5725032	nan	nan	nan	nan	nan
69.08349609375	0.0	40	141483	3	53	280	0	0	1499170.3972278	1499170.3979587	80	1499173.4327889	1499173.4334716	40	1499176.8165542	1499176.8172256	100	imm	1499177.5725032	nan	nan	nan	nan	nan
72.466796875	0.0	100	148412	3	53	280	0	0	1499170.3972278	1499170.3979587	80	1499173.4327889	1499173.4334716	40	1499176.8165542	1499176.8172256	100	imm	1499177.5725032	nan	nan	nan	nan	nan
75.876953125	0.0	80	155396	4	63	365	1	1	1499180.2268608	1499180.2276369	80	1499183.4474469	1499183.4482666	40	1499186.7359724	1499186.7367306	100	del	1499202.180134	1499202.6919186	1499202.692539	120.0	2.0	1499204.5091321
79.09716796875	0.0	40	161991	4	63	365	1	1	1499180.2268608	1499180.2276369	80	1499183.4474469	1499183.4482666	40	1499186.7359724	1499186.7367306	100	del	1499202.180134	1499202.6919186	1499202.692539	120.0	2.0	1499204.5091321
82.3857421875	0.0	100	168726	4	63	365	1	1	1499180.2268608	1499180.2276369	80	1499183.4474469	1499183.4482666	40	1499186.7359724	1499186.7367306	100	del	1499202.180134	1499202.6919186	1499202.692539	120.0	2.0	1499204.5091321
98.341796875	0.0	120	201404	4	63	365	1	1	1499180.2268608	1499180.2276369	80	1499183.4474469	1499183.4482666	40	1499186.7359724	1499186.7367306	100	del	1499202.180134	1499202.6919186	1499202.692539	120.0	2.0	1499204.5091321
102.64990234375	0.0	80	210227	5	83	210	1	1	1499207.0002182	1499207.0021174	80	1499210.2213534	1499210.2233799	40	1499213.7253786	1499213.7262332	100	del	1499220.772269	1499221.283921	1499221.2843909	120.0	3.0	1499221.8207052
105.87060546875	0.0	40	216823	5	83	210	1	1	1499207.0002182	1499207.0021174	80	1499210.2213534	1499210.2233799	40	1499213.7253786	1499213.7262332	100	del	1499220.772269	1499221.283921	1499221.2843909	120.0	3.0	1499221.8207052
109.37451171875	0.0	100	223999	5	83	210	1	1	1499207.0002182	1499207.0021174	80	1499210.2213534	1499210.2233799	40	1499213.7253786	1499213.7262332	100	del	1499220.772269	1499221.283921	1499221.2843909	120.0	3.0	1499221.8207052
116.93310546875	0.0	120	239479	5	83	210	1	1	1499207.0002182	1499207.0021174	80	1499210.2213534	1499210.2233799	40	1499213.7253786	1499213.7262332	100	del	1499220.772269	1499221.283921	1499221.2843909	120.0	3.0	1499221.8207052
119.640625	0.0	80	245024	6	100	365	1	1	1499223.9913723	1499223.9920486	80	1499227.3500484	1499227.3507567	40	1499230.6973686	1499230.6977921	100	del	1499233.9641779	1499234.4754774	1499234.4760157	120.0	2.0	1499235.7005412
122.9990234375	0.0	40	251902	6	100	365	1	1	1499223.9913723	1499223.9920486	80	1499227.3500484	1499227.3507567	40	1499230.6973686	1499230.6977921	100	del	1499233.9641779	1499234.4754774	1499234.4760157	120.0	2.0	1499235.7005412
126.34619140625	0.0	100	258757	6	100	365	1	1	1499223.9913723	1499223.9920486	80	1499227.3500484	1499227.3507567	40	1499230.6973686	1499230.6977921	100	del	1499233.9641779	1499234.4754774	1499234.4760157	120.0	2.0	1499235.7005412
130.12451171875	0.0	120	266495	6	100	365	1	1	1499223.9913723	1499223.9920486	80	1499227.3500484	1499227.3507567	40	1499230.6973686	1499230.6977921	100	del	1499233.9641779	1499234.4754774	1499234.4760157	120.0	2.0	1499235.7005412
133.6328125	0.0	80	273680	7	97	365	1	0	1499237.9843186	1499237.9848398	80	1499241.3415301	1499241.3420272	40	1499244.6914917	1499244.6919856	100	del	1499248.4380357	1499248.9484717	1499248.9499176	120.0	2.0	1499250.0363743
136.990234375	0.0	40	280556	7	97	365	1	0	1499237.9843186	1499237.9848398	80	1499241.3415301	1499241.3420272	40	1499244.6914917	1499244.6919856	100	del	1499248.4380357	1499248.9484717	1499248.9499176	120.0	2.0	1499250.0363743
140.33984375	0.0	100	287416	7	97	365	1	0	1499237.9843186	1499237.9848398	80	1499241.3415301	1499241.3420272	40	1499244.6914917	1499244.6919856	100	del	1499248.4380357	1499248.9484717	1499248.9499176	120.0	2.0	1499250.0363743
144.5966796875	0.0	120	296134	7	97	365	1	0	1499237.9843186	1499237.9848398	80	1499241.3415301	1499241.3420272	40	1499244.6914917	1499244.6919856	100	del	1499248.4380357	1499248.9484717	1499248.9499176	120.0	2.0	1499250.0363743
147.787109375	0.0	80	302668	8	83	700	1	1	1499252.1390708	1499252.1393719	80	1499255.2103561	1499255.2108024	40	1499258.725327	1499258.7258244	100	imm	1499263.1321785	1499263.6424715	1499263.6427756	120.0	2.0	1499263.9898134
150.8583984375	0.0	40	308958	8	83	700	1	1	1499252.1390708	1499252.1393719	80	1499255.2103561	1499255.2108024	40	1499258.725327	1499258.7258244	100	imm	1499263.1321785	1499263.6424715	1499263.6427756	120.0	2.0	1499263.9898134
154.37353515625	0.0	100	316157	8	83	700	1	1	1499252.1390708	1499252.1393719	80	1499255.2103561	1499255.2108024	40	1499258.725327	1499258.7258244	100	imm	1499263.1321785	1499263.6424715	1499263.6427756	120.0	2.0	1499263.9898134
159.29052734375	0.0	120	326227	8	83	700	1	1	1499252.1390708	1499252.1393719	80	1499255.2103561	1499255.2108024	40	1499258.725327	1499258.7258244	100	imm	1499263.1321785	1499263.6424715	1499263.6427756	120.0	2.0	1499263.9898134
161.73828125	0.0	80	331240	9	100	510	0	0	1499266.090142	1499266.0906239	80	1499269.1141917	1499269.114622	40	1499272.4088675	1499272.4099946	100	imm	1499274.9100511	nan	nan	nan	nan	nan
164.76220703125	0.0	40	337433	9	100	510	0	0	1499266.090142	1499266.0906239	80	1499269.1141917	1499269.114622	40	1499272.4088675	1499272.4099946	100	imm	1499274.9100511	nan	nan	nan	nan	nan
168.056640625	0.0	100	344180	9	100	510	0	0	1499266.090142	1499266.0906239	80	1499269.1141917	1499269.114622	40	1499272.4088675	1499272.4099946	100	imm	1499274.9100511	nan	nan	nan	nan	nan
173.5185546875	0.0	80	355366	10	70	10	0	1	1499277.8707144	1499277.871225	80	1499281.2130704	1499281.213565	40	1499284.3240007	1499284.3244235	100	del	1499285.5247832	nan	nan	nan	nan	nan
176.86083984375	0.0	40	362211	10	70	10	0	1	1499277.8707144	1499277.871225	80	1499281.2130704	1499281.213565	40	1499284.3240007	1499284.3244235	100	del	1499285.5247832	nan	nan	nan	nan	nan
179.9716796875	0.0	100	368582	10	70	10	0	1	1499277.8707144	1499277.871225	80	1499281.2130704	1499281.213565	40	1499284.3240007	1499284.3244235	100	del	1499285.5247832	nan	nan	nan	nan	nan
183.87451171875	0.0	80	376575	11	73	700	1	1	1499288.2269087	1499288.2273919	80	1499291.463656	1499291.4640005	40	1499294.967473	1499294.9680433	100	imm	1499296.0760761	1499296.5878629	1499296.5881919	120.0	2.0	1499297.5408886
187.11083984375	0.0	40	383203	11	73	700	1	1	1499288.2269087	1499288.2273919	80	1499291.463656	1499291.4640005	40	1499294.967473	1499294.9680433	100	imm	1499296.0760761	1499296.5878629	1499296.5881919	120.0	2.0	1499297.5408886
190.61474609375	0.0	100	390379	11	73	700	1	1	1499288.2269087	1499288.2273919	80	1499291.463656	1499291.4640005	40	1499294.967473	1499294.9680433	100	imm	1499296.0760761	1499296.5878629	1499296.5881919	120.0	2.0	1499297.5408886
192.23486328125	0.0	120	393697	11	73	700	1	1	1499288.2269087	1499288.2273919	80	1499291.463656	1499291.4640005	40	1499294.967473	1499294.9680433	100	imm	1499296.0760761	1499296.5878629	1499296.5881919	120.0	2.0	1499297.5408886
195.28173828125	0.0	80	399937	12	50	210	1	1	1499299.6347521	1499299.6352363	80	1499303.0700138	1499303.0704547	40	1499306.406062	1499306.4065816	100	imm	1499309.8199877	1499310.3304749	1499310.330813	120.0	2.0	1499311.8439652
198.716796875	0.0	40	406972	12	50	210	1	1	1499299.6347521	1499299.6352363	80	1499303.0700138	1499303.0704547	40	1499306.406062	1499306.4065816	100	imm	1499309.8199877	1499310.3304749	1499310.330813	120.0	2.0	1499311.8439652
202.05322265625	0.0	100	413805	12	50	210	1	1	1499299.6347521	1499299.6352363	80	1499303.0700138	1499303.0704547	40	1499306.406062	1499306.4065816	100	imm	1499309.8199877	1499310.3304749	1499310.330813	120.0	2.0	1499311.8439652
205.97705078125	0.0	120	421841	12	50	210	1	1	1499299.6347521	1499299.6352363	80	1499303.0700138	1499303.0704547	40	1499306.406062	1499306.4065816	100	imm	1499309.8199877	1499310.3304749	1499310.330813	120.0	2.0	1499311.8439652
209.69384765625	0.0	80	429453	13	50	970	0	1	1499314.0472501	1499314.0477574	80	1499317.1503177	1499317.1507324	40	1499320.3773943	1499320.3780521	100	imm	1499321.4763225	nan	nan	nan	nan	nan
212.796875	0.0	40	435808	13	50	970	0	1	1499314.0472501	1499314.0477574	80	1499317.1503177	1499317.1507324	40	1499320.3773943	1499320.3780521	100	imm	1499321.4763225	nan	nan	nan	nan	nan
216.02392578125	0.0	100	442417	13	50	970	0	1	1499314.0472501	1499314.0477574	80	1499317.1503177	1499317.1507324	40	1499320.3773943	1499320.3780521	100	imm	1499321.4763225	nan	nan	nan	nan	nan
219.8828125	0.0	80	450320	14	90	210	1	1	1499324.2362512	1499324.2367082	80	1499327.3041088	1499327.3046188	40	1499330.6121976	1499330.6126996	100	del	1499331.8204764	1499332.3330325	1499332.3334711	120.0	2.0	1499333.4918941
222.95068359375	0.0	40	456603	14	90	210	1	1	1499324.2362512	1499324.2367082	80	1499327.3041088	1499327.3046188	40	1499330.6121976	1499330.6126996	100	del	1499331.8204764	1499332.3330325	1499332.3334711	120.0	2.0	1499333.4918941
226.2587890625	0.0	100	463378	14	90	210	1	1	1499324.2362512	1499324.2367082	80	1499327.3041088	1499327.3046188	40	1499330.6121976	1499330.6126996	100	del	1499331.8204764	1499332.3330325	1499332.3334711	120.0	2.0	1499333.4918941
227.9794921875	0.0	120	466902	14	90	210	1	1	1499324.2362512	1499324.2367082	80	1499327.3041088	1499327.3046188	40	1499330.6121976	1499330.6126996	100	del	1499331.8204764	1499332.3330325	1499332.3334711	120.0	2.0	1499333.4918941
231.26416015625	0.0	80	473629	15	100	970	0	1	1499335.6181356	1499335.6184294	80	1499338.8177292	1499338.8182071	40	1499342.1219719	1499342.1224352	100	imm	1499345.6919876	nan	nan	nan	nan	nan
234.4638671875	0.0	40	480182	15	100	970	0	1	1499335.6181356	1499335.6184294	80	1499338.8177292	1499338.8182071	40	1499342.1219719	1499342.1224352	100	imm	1499345.6919876	nan	nan	nan	nan	nan
237.76806640625	0.0	100	486949	15	100	970	0	1	1499335.6181356	1499335.6184294	80	1499338.8177292	1499338.8182071	40	1499342.1219719	1499342.1224352	100	imm	1499345.6919876	nan	nan	nan	nan	nan
243.98095703125	0.0	80	499673	16	100	210	1	1	1499348.335061	1499348.3355164	80	1499351.4879454	1499351.4883888	40	1499354.8100138	1499354.8113078	100	del	1499360.6683674	1499361.1789721	1499361.1793452	120.0	3.0	1499364.6694342
247.1337890625	0.0	40	506130	16	100	210	1	1	1499348.335061	1499348.3355164	80	1499351.4879454	1499351.4883888	40	1499354.8100138	1499354.8113078	100	del	1499360.6683674	1499361.1789721	1499361.1793452	120.0	3.0	1499364.6694342
250.45556640625	0.0	100	512933	16	100	210	1	1	1499348.335061	1499348.3355164	80	1499351.4879454	1499351.4883888	40	1499354.8100138	1499354.8113078	100	del	1499360.6683674	1499361.1789721	1499361.1793452	120.0	3.0	1499364.6694342
256.82470703125	0.0	120	525977	16	100	210	1	1	1499348.335061	1499348.3355164	80	1499351.4879454	1499351.4883888	40	1499354.8100138	1499354.8113078	100	del	1499360.6683674	1499361.1789721	1499361.1793452	120.0	3.0	1499364.6694342
262.4638671875	0.0	80	537526	17	80	120	0	1	1499366.818415	1499366.818875	80	1499370.2388727	1499370.2395149	40	1499373.7405355	1499373.7408813	100	imm	1499391.2136268	nan	nan	nan	nan	nan
265.88427734375	0.0	40	544531	17	80	120	0	1	1499366.818415	1499366.818875	80	1499370.2388727	1499370.2395149	40	1499373.7405355	1499373.7408813	100	imm	1499391.2136268	nan	nan	nan	nan	nan
269.3857421875	0.0	100	551702	17	80	120	0	1	1499366.818415	1499366.818875	80	1499370.2388727	1499370.2395149	40	1499373.7405355	1499373.7408813	100	imm	1499391.2136268	nan	nan	nan	nan	nan
289.73974609375	0.0	80	593387	18	93	120	0	1	1499394.0950866	1499394.0953393	80	1499397.2743013	1499397.2748406	40	1499400.5795644	1499400.5800661	100	del	1499406.6206656	nan	nan	nan	nan	nan
292.9189453125	0.0	40	599898	18	93	120	0	1	1499394.0950866	1499394.0953393	80	1499397.2743013	1499397.2748406	40	1499400.5795644	1499400.5800661	100	del	1499406.6206656	nan	nan	nan	nan	nan
296.22412109375	0.0	100	606667	18	93	120	0	1	1499394.0950866	1499394.0953393	80	1499397.2743013	1499397.2748406	40	1499400.5795644	1499400.5800661	100	del	1499406.6206656	nan	nan	nan	nan	nan
304.837890625	0.0	80	624308	19	73	970	0	1	1499409.1932409	1499409.1937569	80	1499412.6541128	1499412.654532	40	1499416.1073666	1499416.1078422	100	imm	1499416.7962967	nan	nan	nan	nan	nan
308.29833984375	0.0	40	631395	19	73	970	0	1	1499409.1932409	1499409.1937569	80	1499412.6541128	1499412.654532	40	1499416.1073666	1499416.1078422	100	imm	1499416.7962967	nan	nan	nan	nan	nan
311.75146484375	0.0	100	638467	19	73	970	0	1	1499409.1932409	1499409.1937569	80	1499412.6541128	1499412.654532	40	1499416.1073666	1499416.1078422	100	imm	1499416.7962967	nan	nan	nan	nan	nan
315.36376953125	0.0	80	645865	20	97	210	1	0	1499419.7197072	1499419.7200784	80	1499422.8576578	1499422.8581482	40	1499426.1694124	1499426.1698337	100	del	1499443.6842503	1499444.1981231	1499444.1985926	120.0	2.0	1499445.2598488
318.501953125	0.0	40	652292	20	97	210	1	0	1499419.7197072	1499419.7200784	80	1499422.8576578	1499422.8581482	40	1499426.1694124	1499426.1698337	100	del	1499443.6842503	1499444.1981231	1499444.1985926	120.0	2.0	1499445.2598488
321.8134765625	0.0	100	659074	20	97	210	1	0	1499419.7197072	1499419.7200784	80	1499422.8576578	1499422.8581482	40	1499426.1694124	1499426.1698337	100	del	1499443.6842503	1499444.1981231	1499444.1985926	120.0	2.0	1499445.2598488
339.841796875	0.0	120	695996	20	97	210	1	0	1499419.7197072	1499419.7200784	80	1499422.8576578	1499422.8581482	40	1499426.1694124	1499426.1698337	100	del	1499443.6842503	1499444.1981231	1499444.1985926	120.0	2.0	1499445.2598488
351.99267578125	0.0	80	720881	21	57	970	0	1	1499456.3493352	1499456.3497817	80	1499459.5694209	1499459.5698723	40	1499462.7387266	1499462.7392574	100	imm	1499463.540019	nan	nan	nan	nan	nan
355.21240234375	0.0	40	727475	21	57	970	0	1	1499456.3493352	1499456.3497817	80	1499459.5694209	1499459.5698723	40	1499462.7387266	1499462.7392574	100	imm	1499463.540019	nan	nan	nan	nan	nan
