onset	duration	value	sample	trial_idx	val	del	is_cued	rev_opts	del_pres_displaytime	del_pres_triggertime	del_pres_triggercode	val_pres_displaytime	val_pres_triggertime	val_pres_triggercode	choice_displaytime	choice_triggertime	choice_triggercode	choice	choice_time	viv	viv_time	viv_displaytime	viv_triggertime	viv_triggercode
30.37353515625	0.0	80	62205	1	87	420	0	0	1074049.3303869	1074049.3309199	80	1074052.5880461	1074052.5885084	40	1074055.8645503	1074055.8650262	100	del	1074057.5940584	nan	nan	nan	nan	nan
33.63134765625	0.0	40	68877	1	87	420	0	0	1074049.3303869	1074049.3309199	80	1074052.5880461	1074052.5885084	40	1074055.8645503	1074055.8650262	100	del	1074057.5940584	nan	nan	nan	nan	nan
36.90771484375	0.0	100	75587	1	87	420	0	0	1074049.3303869	1074049.3309199	80	1074052.5880461	1074052.5885084	40	1074055.8645503	1074055.8650262	100	del	1074057.5940584	nan	nan	nan	nan	nan
41.62548828125	0.0	80	85249	2	93	60	1	0	1074060.5827139	1074060.5831216	80	1074063.785104	1074063.7856393	40	1074066.8585646	1074066.859088	100	del	1074069.5381888	2.0	1074072.529897	1074070.0589399	1074070.0595068	120.0
44.828125	0.0	40	91808	2	93	60	1	0	1074060.5827139	1074060.5831216	80	1074063.785104	1074063.7856393	40	1074066.8585646	1074066.859088	100	del	1074069.5381888	2.0	1074072.529897	1074070.0589399	1074070.0595068	120.0
47.9013671875	0.0	100	98102	2	93	60	1	0	1074060.5827139	1074060.5831216	80	1074063.785104	1074063.7856393	40	1074066.8585646	1074066.859088	100	del	1074069.5381888	2.0	1074072.529897	1074070.0589399	1074070.0595068	120.0
51.1015625	0.0	120	104656	2	93	60	1	0	1074060.5827139	1074060.5831216	80	1074063.785104	1074063.7856393	40	1074066.8585646	1074066.859088	100	del	1074069.5381888	2.0	1074072.529897	1074070.0589399	1074070.0595068	120.0
55.70458984375	0.0	80	114083	3	53	20	0	1	1074074.6621075	1074074.6623994	80	1074078.0121392	1074078.0126461	40	1074081.4454806	1074081.4459851	100	del	1074083.7602913	nan	nan	nan	nan	nan
59.0546875	0.0	40	120944	3	53	20	0	1	1074074.6621075	1074074.6623994	80	1074078.0121392	1074078.0126461	40	1074081.4454806	1074081.4459851	100	del	1074083.7602913	nan	nan	nan	nan	nan
62.48779296875	0.0	100	127975	3	53	20	0	1	1074074.6621075	1074074.6623994	80	1074078.0121392	1074078.0126461	40	1074081.4454806	1074081.4459851	100	del	1074083.7602913	nan	nan	nan	nan	nan
67.80517578125	0.0	80	138865	4	57	110	0	1	1074086.7627384	1074086.7632469	80	1074089.8777994	1074089.8782781	40	1074093.2714933	1074093.2720213	100	imm	1074094.0970513	nan	nan	nan	nan	nan
70.919921875	0.0	40	145244	4	57	110	0	1	1074086.7627384	1074086.7632469	80	1074089.8777994	1074089.8782781	40	1074093.2714933	1074093.2720213	100	imm	1074094.0970513	nan	nan	nan	nan	nan
74.3134765625	0.0	100	152194	4	57	110	0	1	1074086.7627384	1074086.7632469	80	1074089.8777994	1074089.8782781	40	1074093.2714933	1074093.2720213	100	imm	1074094.0970513	nan	nan	nan	nan	nan
77.951171875	0.0	80	159644	5	67	720	1	1	1074096.9089614	1074096.9094711	80	1074100.1183855	1074100.1188324	40	1074103.3871727	1074103.3876996	100	imm	1074104.2969015	3.0	1074106.0809782	1074104.8079768	1074104.8084017	120.0
81.16015625	0.0	40	166216	5	67	720	1	1	1074096.9089614	1074096.9094711	80	1074100.1183855	1074100.1188324	40	1074103.3871727	1074103.3876996	100	imm	1074104.2969015	3.0	1074106.0809782	1074104.8079768	1074104.8084017	120.0
84.42919921875	0.0	100	172911	5	67	720	1	1	1074096.9089614	1074096.9094711	80	1074100.1183855	1074100.1188324	40	1074103.3871727	1074103.3876996	100	imm	1074104.2969015	3.0	1074106.0809782	1074104.8079768	1074104.8084017	120.0
85.849609375	0.0	120	175820	5	67	720	1	1	1074096.9089614	1074096.9094711	80	1074100.1183855	1074100.1188324	40	1074103.3871727	1074103.3876996	100	imm	1074104.2969015	3.0	1074106.0809782	1074104.8079768	1074104.8084017	120.0
89.38037109375	0.0	80	183051	6	100	210	0	1	1074108.3388333	1074108.3391521	80	1074111.6712726	1074111.671706	40	1074115.0552202	1074115.0556897	100	imm	1074116.9691635	nan	nan	nan	nan	nan
92.712890625	0.0	40	189876	6	100	210	0	1	1074108.3388333	1074108.3391521	80	1074111.6712726	1074111.671706	40	1074115.0552202	1074115.0556897	100	imm	1074116.9691635	nan	nan	nan	nan	nan
96.0966796875	0.0	100	196806	6	100	210	0	1	1074108.3388333	1074108.3391521	80	1074111.6712726	1074111.671706	40	1074115.0552202	1074115.0556897	100	imm	1074116.9691635	nan	nan	nan	nan	nan
100.6748046875	0.0	80	206182	7	93	20	0	0	1074119.6333551	1074119.6336601	80	1074122.6853537	1074122.6857537	40	1074126.111744	1074126.1122488	100	del	1074127.2492258	nan	nan	nan	nan	nan
103.7265625	0.0	40	212432	7	93	20	0	0	1074119.6333551	1074119.6336601	80	1074122.6853537	1074122.6857537	40	1074126.111744	1074126.1122488	100	del	1074127.2492258	nan	nan	nan	nan	nan
107.15283203125	0.0	100	219449	7	93	20	0	0	1074119.6333551	1074119.6336601	80	1074122.6853537	1074122.6857537	40	1074126.111744	1074126.1122488	100	del	1074127.2492258	nan	nan	nan	nan	nan
110.9990234375	0.0	80	227326	8	100	60	1	1	1074129.958115	1074129.95839	80	1074133.3530505	1074133.3534788	40	1074136.4556961	1074136.4562203	100	del	1074137.4577858	3.0	1074139.368793	1074137.967181	1074137.9675267	120.0
