onset	duration	value	sample	trial_idx	val	del	is_cued	rev_opts	del_pres_displaytime	del_pres_triggertime	del_pres_triggercode	val_pres_displaytime	val_pres_triggertime	val_pres_triggercode	choice_displaytime	choice_triggertime	choice_triggercode	choice	choice_time	viv	viv_time	viv_displaytime	viv_triggertime	viv_triggercode
29.32080078125	0.0	80	60049	1	83	1000	0	0	1513111.9497725	1513111.9503265	80	1513115.2399166	1513115.2404285	40	1513118.7478728	1513118.748528	100	imm	1513120.6003435	nan	nan	nan	nan	nan
32.6103515625	0.0	40	66786	1	83	1000	0	0	1513111.9497725	1513111.9503265	80	1513115.2399166	1513115.2404285	40	1513118.7478728	1513118.748528	100	imm	1513120.6003435	nan	nan	nan	nan	nan
36.11865234375	0.0	100	73971	1	83	1000	0	0	1513111.9497725	1513111.9503265	80	1513115.2399166	1513115.2404285	40	1513118.7478728	1513118.748528	100	imm	1513120.6003435	nan	nan	nan	nan	nan
40.9404296875	0.0	80	83846	2	67	30	0	1	1513123.5700614	1513123.5712276	80	1513126.7585584	1513126.7601494	40	1513130.0488065	1513130.0500316	100	del	1513131.6170466	nan	nan	nan	nan	nan
44.12890625	0.0	40	90376	2	67	30	0	1	1513123.5700614	1513123.5712276	80	1513126.7585584	1513126.7601494	40	1513130.0488065	1513130.0500316	100	del	1513131.6170466	nan	nan	nan	nan	nan
47.4189453125	0.0	100	97114	2	67	30	0	1	1513123.5700614	1513123.5712276	80	1513126.7585584	1513126.7601494	40	1513130.0488065	1513130.0500316	100	del	1513131.6170466	nan	nan	nan	nan	nan
51.67431640625	0.0	80	105829	3	77	7	1	0	1513134.3042694	1513134.3046089	80	1513137.6218376	1513137.6222087	40	1513141.0319992	1513141.032407	100	del	1513142.5371535	3.0	1513145.3685089	1513143.0499804	1513143.0503362	120.0
54.99169921875	0.0	40	112623	3	77	7	1	0	1513134.3042694	1513134.3046089	80	1513137.6218376	1513137.6222087	40	1513141.0319992	1513141.032407	100	del	1513142.5371535	3.0	1513145.3685089	1513143.0499804	1513143.0503362	120.0
58.40185546875	0.0	100	119607	3	77	7	1	0	1513134.3042694	1513134.3046089	80	1513137.6218376	1513137.6222087	40	1513141.0319992	1513141.032407	100	del	1513142.5371535	3.0	1513145.3685089	1513143.0499804	1513143.0503362	120.0
60.419921875	0.0	120	123740	3	77	7	1	0	1513134.3042694	1513134.3046089	80	1513137.6218376	1513137.6222087	40	1513141.0319992	1513141.032407	100	del	1513142.5371535	3.0	1513145.3685089	1513143.0499804	1513143.0503362	120.0
65.12890625	0.0	80	133384	4	63	7	1	1	1513147.7587821	1513147.7594199	80	1513150.8293978	1513150.829837	40	1513154.2536634	1513154.2540924	100	del	1513157.4401947	3.0	1513160.3121864	1513157.95384	1513157.95434	120.0
68.19921875	0.0	40	139672	4	63	7	1	1	1513147.7587821	1513147.7594199	80	1513150.8293978	1513150.829837	40	1513154.2536634	1513154.2540924	100	del	1513157.4401947	3.0	1513160.3121864	1513157.95384	1513157.95434	120.0
