onset	duration	value	sample	trial_idx	val	del	is_cued	rev_opts	del_pres_displaytime	del_pres_triggertime	del_pres_triggercode	val_pres_displaytime	val_pres_triggertime	val_pres_triggercode	choice_displaytime	choice_triggertime	choice_triggercode	choice	choice_time	viv	viv_time	viv_displaytime	viv_triggertime	viv_triggercode
28.01708984375	0.0	80	57379	1	100	110	0	0	895762.8766393	895762.8769335	80	895766.2309888	895766.2315416	40	895769.558555	895769.5589434	100	del	895773.1262444	nan	nan	nan	nan	nan
31.37158203125	0.0	40	64249	1	100	110	0	0	895762.8766393	895762.8769335	80	895766.2309888	895766.2315416	40	895769.558555	895769.5589434	100	del	895773.1262444	nan	nan	nan	nan	nan
34.69873046875	0.0	100	71063	1	100	110	0	0	895762.8766393	895762.8769335	80	895766.2309888	895766.2315416	40	895769.558555	895769.5589434	100	del	895773.1262444	nan	nan	nan	nan	nan
40.841796875	0.0	80	83644	2	87	110	0	0	895775.7012911	895775.7020102	80	895779.1102447	895779.1112334	40	895782.4346188	895782.4357902	100	del	895783.5580981	nan	nan	nan	nan	nan
44.25048828125	0.0	40	90625	2	87	110	0	0	895775.7012911	895775.7020102	80	895779.1102447	895779.1112334	40	895782.4346188	895782.4357902	100	del	895783.5580981	nan	nan	nan	nan	nan
47.57470703125	0.0	100	97433	2	87	110	0	0	895775.7012911	895775.7020102	80	895779.1102447	895779.1112334	40	895782.4346188	895782.4357902	100	del	895783.5580981	nan	nan	nan	nan	nan
51.251953125	0.0	80	104964	3	100	1190	0	0	895786.1118224	895786.1122662	80	895789.1539243	895789.1544076	40	895792.2348214	895792.2352603	100	del	895793.2143577	nan	nan	nan	nan	nan
54.2939453125	0.0	40	111194	3	100	1190	0	0	895786.1118224	895786.1122662	80	895789.1539243	895789.1544076	40	895792.2348214	895792.2352603	100	del	895793.2143577	nan	nan	nan	nan	nan
57.37451171875	0.0	100	117503	3	100	1190	0	0	895786.1118224	895786.1122662	80	895789.1539243	895789.1544076	40	895792.2348214	895792.2352603	100	del	895793.2143577	nan	nan	nan	nan	nan
61.26708984375	0.0	80	125475	4	83	730	1	1	895796.1274143	895796.1279073	80	895799.1811097	895799.1815056	40	895802.3138491	895802.3143235	100	del	895804.2062202	4.0	895810.4552724	895804.7223765	895804.7228597	120.0
64.32080078125	0.0	40	131729	4	83	730	1	1	895796.1274143	895796.1279073	80	895799.1811097	895799.1815056	40	895802.3138491	895802.3143235	100	del	895804.2062202	4.0	895810.4552724	895804.7223765	895804.7228597	120.0
67.45361328125	0.0	100	138145	4	83	730	1	1	895796.1274143	895796.1279073	80	895799.1811097	895799.1815056	40	895802.3138491	895802.3143235	100	del	895804.2062202	4.0	895810.4552724	895804.7223765	895804.7228597	120.0
69.86181640625	0.0	120	143077	4	83	730	1	1	895796.1274143	895796.1279073	80	895799.1811097	895799.1815056	40	895802.3138491	895802.3143235	100	del	895804.2062202	4.0	895810.4552724	895804.7223765	895804.7228597	120.0
77.728515625	0.0	80	159188	5	87	730	1	0	895812.5894075	895812.589731	80	895815.649242	895815.6497088	40	895819.0932321	895819.0937255	100	del	895821.0055251	4.0	895824.3661152	895821.5197472	895821.5202792	120.0
80.78857421875	0.0	40	165455	5	87	730	1	0	895812.5894075	895812.589731	80	895815.649242	895815.6497088	40	895819.0932321	895819.0937255	100	del	895821.0055251	4.0	895824.3661152	895821.5197472	895821.5202792	120.0
84.232421875	0.0	100	172508	5	87	730	1	0	895812.5894075	895812.589731	80	895815.649242	895815.6497088	40	895819.0932321	895819.0937255	100	del	895821.0055251	4.0	895824.3661152	895821.5197472	895821.5202792	120.0
